date,realized_vol,lstm_forecast,garch_forecast
2023-08-15,1.5286997681966812,1.3835111,1.3822669859864936
2023-08-16,1.0395009226446796,1.4907589,1.563050063315492
2023-08-17,1.0451511312533515,1.1644875,1.539154865359483
2023-08-18,1.0681382071223906,1.0434675,1.5244857405938297
2023-08-21,1.0792083969155917,1.0409714,1.473675400381562
2023-08-22,1.0700598561347616,1.0686687,1.426137072308879
2023-08-23,1.1907551094330278,1.0810626,1.3826185641899005
2023-08-24,1.2281052906753716,1.1774865,1.4076912821463798
2023-08-25,1.3530913847166781,1.2416512,1.4410031625423427
2023-08-28,1.3714076635193468,1.3518066,1.426618256574719
2023-08-29,1.3927692228777673,1.3978443,1.3830239940312292
2023-08-30,1.5350872389988028,1.417827,1.5296361369104945
2023-08-31,1.4906043113192793,1.5240731,1.5917979871526309
2023-09-01,1.490600122661137,1.5228807,1.5466038600888632
2023-09-05,1.5782949356498293,1.5101756,1.4947211478126616
2023-09-06,1.6630171936507756,1.5676626,1.5051263310494756
2023-09-07,1.5359488210586092,1.6524953,1.52656216524934
2023-09-08,1.4702155779774162,1.5791856,1.487774562977422
2023-09-11,1.4176988212169974,1.4921875,1.438759400201773
2023-09-12,1.4378490853788382,1.4231092,1.3989127087885571
2023-09-13,0.9630542490327398,1.4218932,1.3650620467903978
2023-09-14,1.2159095451836213,1.0729707,1.343839414809319
2023-09-15,1.2697251835178436,1.1386697,1.4549462558415938
2023-09-18,1.3162769819754259,1.235197,1.456324357017917
2023-09-19,1.2689792826289337,1.3137388,1.4589591325070803
2023-09-20,1.1550641852886725,1.302261,1.4150797141641205
2023-09-21,1.2957766450890518,1.2038397,1.3705211293520034
2023-09-22,1.3120409027853912,1.2711656,1.4266063274521783
2023-09-25,1.2917401824521086,1.3161333,1.399510781878461
2023-09-26,1.3360776022948757,1.3146996,1.368865582575188
2023-09-27,1.332649863310556,1.3427597,1.4322469180521995
2023-09-28,0.8821966383268524,1.3484429,1.395624302921857
2023-09-29,0.891400391189142,1.0094826,1.3521739346468673
2023-10-02,1.3495237958784556,0.8906888,1.3097826968371176
2023-10-03,1.3814629455537357,1.2144094,1.6455029881303618
2023-10-04,1.4313471622428644,1.3832387,1.7586358295745648
2023-10-05,1.4078604996400554,1.4652104,1.7038062848942703
2023-10-06,1.6404156584082397,1.4550407,1.6670719084798484
2023-10-09,1.6638741962153125,1.6129891,1.6608540584023914
2023-10-10,2.1334814914234954,1.682841,1.6034213613675192
2023-10-11,2.16023992145023,2.0580864,1.8482541331286753
2023-10-12,2.2894004272113735,2.2009084,1.8009771947721471
2023-10-13,2.2927633624049126,2.3121684,1.8632933698455705
2023-10-16,2.001070740399541,2.321768,1.813426168644707
2023-10-17,1.7193861652129814,2.0674229,1.793811580655649
2023-10-18,1.9609771299947103,1.748275,1.738408696182692
2023-10-19,2.0128513672150388,1.8454661,1.811216589458018
2023-10-20,2.1581998545406043,1.9567374,1.8027735937478555
2023-10-23,2.1540043353938185,2.116337,1.9197277235466736
2023-10-24,1.798548551667642,2.1609905,1.8542347174985472
2023-10-25,1.758651374949794,1.8771112,1.856761485511208
2023-10-26,1.733786918518471,1.7372485,1.8763944268866883
2023-10-27,1.921553734905332,1.691033,1.820181862106875
2023-10-30,1.7615574194098247,1.8422476,1.9544101692844995
2023-10-31,1.8227191881687346,1.7840973,1.8844047452993251
2023-11-01,1.736219979264127,1.8026557,1.842966394856776
2023-11-02,2.1530073397504688,1.7442205,1.8005402897260347
2023-11-03,2.0898680994799315,2.0495763,1.9657722009698215
2023-11-06,2.147161627104592,2.1139154,2.017763285681375
2023-11-07,2.071654540448581,2.1552174,1.9797180954325635
2023-11-08,2.014726785830517,2.0925791,1.914186730374416
2023-11-09,2.016939423466527,2.01478,1.8884992501544493
2023-11-10,1.7252498866589823,1.9907799,1.8396992893587207
2023-11-13,1.7219330678925397,1.7609617,1.7781985397085465
2023-11-14,2.84690956614165,1.68344,1.7152640791575509
2023-11-15,2.7784124773072816,2.5719078,2.5552428840364914
2023-11-16,2.6869812200668703,2.853365,2.46111736902361
2023-11-17,2.5808984419854974,2.7911277,2.3872646522342107
2023-11-20,2.5567066584195617,2.6216981,2.3033704129555956
2023-11-21,2.6617664665923617,2.5277486,2.270960795287897
2023-11-22,2.593729035168401,2.590956,2.249495457955314
2023-11-23,2.5477235865024475,2.567891,2.1673217858774603
2023-11-24,2.5401003987608983,2.5200603,2.086678079358334
2023-11-27,2.574853469347962,2.4988275,2.011130293093343
2023-11-28,1.1463654043149756,2.5248816,1.9492155081135163
2023-11-29,1.1889437137951897,1.406889,1.910394740702636
2023-11-30,1.1322468273692698,1.0710323,1.8635458334801809
2023-12-01,1.3666231732271559,1.00739,1.8086985226859345
2023-12-04,1.2864050609050495,1.2260017,1.882318690202018
2023-12-05,1.1332962812286074,1.2815689,1.8169058699823573
2023-12-06,1.2232669486535253,1.183777,1.7740860534283678
2023-12-07,1.2212303746352506,1.2104158,1.7442856725652311
2023-12-08,1.2883366064723716,1.2262509,1.684617563380303
2023-12-11,1.2447683651408632,1.2841237,1.6539899458442844
2023-12-12,1.326673463239968,1.2725308,1.59868884915815
2023-12-13,1.8813372826843124,1.3248613,1.6110355641160874
2023-12-14,2.352441651592373,1.7682046,1.925077381237673
2023-12-15,2.249736744580155,2.2997773,2.2453425584204485
2023-12-18,2.314767371465832,2.3651392,2.1698580445244873
2023-12-19,2.3615338147661964,2.3697236,2.121690879062386
2023-12-20,2.613909350515149,2.3735821,2.165764598198508
2023-12-21,2.7382038535248707,2.5636554,2.2565802948214615
2023-12-22,2.6657733648898256,2.722113,2.3325174940004714
2023-12-26,2.656984876755649,2.6918504,2.244803855173604
2023-12-27,2.495943308462951,2.64794,2.191031706209728
2023-12-28,2.271412213776664,2.4933484,2.110445701484009
2023-12-29,1.893474808699917,2.2608824,2.038161113336694
2024-01-02,1.9429376595017103,1.8978273,1.9823535491465016
2024-01-03,2.0419727306868767,1.8416926,1.9353041054265068
2024-01-04,1.8487880422209853,1.9447663,1.9644193532590524
2024-01-05,1.5526970030260954,1.852485,1.92335193031454
2024-01-08,1.1134075263960297,1.5909641,1.8559312633390608
2024-01-09,1.1026167605105168,1.1751406,1.7984807932863376
2024-01-10,0.9400478571031557,1.0468135,1.7369428619270104
2024-01-11,0.9355827353342011,0.9261903,1.6759320884628968
2024-01-12,0.8302813619193034,0.9083097,1.6581105327238896
2024-01-16,1.21333062812317,0.8474284,1.6135041305663498
2024-01-17,1.278279136427562,1.1192495,1.8287461734881936
2024-01-18,1.2988544121593113,1.282763,1.86876402411385
2024-01-19,1.3141736010677723,1.3416226,1.8054407561964132
2024-01-22,1.4271189237737676,1.3537947,1.7413507394478367
2024-01-23,1.490904105097322,1.4302777,1.7019031578569308
2024-01-24,1.492202041554081,1.50017,1.6745404916376048
2024-01-25,1.51837781774087,1.5167903,1.6354975490931818
2024-01-26,1.5004356073452894,1.5321988,1.5834572094396038
2024-01-29,1.6212860523468942,1.5178261,1.5500126301812367
2024-01-30,1.2516932103894394,1.6010519,1.546247262174098
2024-01-31,1.0002056109548578,1.3478743,1.547697740531796
2024-02-01,1.3955757112332405,1.060503,1.4988027674391156
2024-02-02,1.567203113249221,1.2703365,1.675338034357864
2024-02-05,1.7023503588732039,1.5116413,1.696556767617101
2024-02-06,1.7569226571927479,1.7002833,1.7442697389025863
2024-02-07,1.9064361224007842,1.7881178,1.7463778011447402
2024-02-08,1.920486714876995,1.9097538,1.8118094565810057
2024-02-09,1.9233605857418563,1.9450079,1.7538103785611363
2024-02-12,1.943318623783317,1.9401326,1.7372893146826376
2024-02-13,2.2617108642130166,1.942486,1.7386767943982229
2024-02-14,2.3858702644692906,2.1905844,1.9375189835860749
2024-02-15,2.236222060780826,2.3747168,2.004981529571775
2024-02-16,2.1940411694105997,2.2920895,1.9733060156154552
2024-02-20,2.0953233255274397,2.2014773,1.9437166214437345
2024-02-21,2.0962789166781843,2.088157,1.9097492916061107
2024-02-22,2.053766712404723,2.0566235,1.865257252028196
2024-02-23,2.067827116455936,2.0249927,1.89994718846281
2024-02-26,1.9756623369488777,2.033059,1.8545742637425773
2024-02-27,1.8986812640869113,1.9691693,1.7882129971307532
2024-02-28,1.5913733156190693,1.8882186,1.7462402274739668
2024-02-29,1.3891462532968901,1.627655,1.7099631535682869
2024-03-01,1.399187435204024,1.3921367,1.709659814658158
2024-03-04,1.4048938889848754,1.3437508,1.702697020016498
2024-03-05,1.363334575448323,1.3625674,1.6962677201660978
2024-03-06,1.4403989540276865,1.3555759,1.6389832205011612
2024-03-07,1.259660296181991,1.4177971,1.6330395451401638
2024-03-08,1.1591057134410612,1.3072288,1.6173371725272123
2024-03-11,1.1691276969934736,1.1878928,1.5674674358809448
2024-03-12,1.5078059218601563,1.1603186,1.5149488230550112
2024-03-13,1.575812494298134,1.4197203,1.6323158364819923
