date,"('ICLN', 'ICLN')","('XLE', 'XLE')","('VIX', '^VIX')","('Brent', 'BZ=F')","('SP500', '^GSPC')",dgs10,carbon_eua,"('ICLN', 'ICLN')_ret","('XLE', 'XLE')_ret","('Brent', 'BZ=F')_ret",carbon_eua_ret,"('SP500', '^GSPC')_ret",dgs10_diff,carbon_shock_resid,carbon_shock
2018-03-05,8.515978813171387,48.95816040039063,18.729999542236328,65.54000091552734,2720.93994140625,2.88,10.99,0.0031999761697801,0.0105493778866335,0.0180129285064647,0.0202212772472328,0.0109716176105265,0.02,0.01720480161340384,0
2018-03-06,8.579463958740234,48.98709487915039,18.36000061035156,65.79000091552734,2728.1201171875,2.88,11.1,0.0074271767337398,0.0005908296327143,0.0038072077741561,0.0099593399027584,0.0026353829319968,0.0,0.012707728509847839,0
2018-03-07,8.597601890563965,48.61806106567383,17.760000228881836,64.33999633789062,2726.800048828125,2.89,11.27,0.0021118785622837,-0.007561804873445,-0.0222864001210137,0.0151992197333965,-0.0004839918257163,0.0100000000000002,0.013007133298196704,0
2018-03-08,8.588531494140625,48.60359191894531,16.540000915527344,63.61000061035156,2738.969970703125,2.86,11.75,-0.0010555483380089,-0.0002976527633742,-0.0114107646068702,0.0417089125384831,0.0044531482088846,-0.0300000000000002,0.039098720292842074,0
2018-03-09,8.652016639709473,49.52978515625,14.640000343322754,65.48999786376953,2786.570068359375,2.9,11.79,0.0073646652089641,0.0188767729692089,0.0291267263248491,0.0033984739591115,0.0172295467412075,0.04,0.003185842145436937,0
2018-03-12,8.69736099243164,49.51529693603516,15.779999732971191,64.94999694824219,2783.02001953125,2.87,11.76,0.0052272141320308,-0.0002925580960127,-0.008279730480432,-0.0025477720787986,-0.0012747973379984,-0.0299999999999998,-0.004926687691097159,0
2018-03-13,8.67922306060791,49.16074752807617,16.350000381469727,64.63999938964844,2765.31005859375,2.84,12.11,-0.0020876299226313,-0.0071861602408976,-0.004784291359824,0.0293276150945199,-0.0063839104143147,-0.0300000000000002,0.028205525672709002,0
2018-03-14,8.69736099243164,48.87131881713867,17.229999542236328,64.88999938964844,2749.47998046875,2.81,11.79,0.0020876299226314,-0.005904793455379,0.0038601144566154,-0.0267798430157212,-0.0057409698251887,-0.0299999999999998,-0.02682386947629867,0
2018-03-15,8.706433296203613,48.61806106567383,16.59000015258789,65.12000274658203,2747.330078125,2.82,11.74,0.0010425662867843,-0.0051956084135451,0.0035382446443912,-0.004249900149329,-0.0007822363990965,0.0099999999999997,-0.004916066232306457,0
2018-03-16,8.64294719696045,49.05165100097656,15.800000190734863,66.20999908447266,2752.010009765625,2.85,11.73,-0.0073185763187104,0.0088787562598979,0.0165997312375986,-0.0008521517345662,0.0017019979472317,0.0300000000000002,-0.00016040181969153395,0
2018-03-19,8.68829345703125,48.29377365112305,19.020000457763672,66.05000305175781,2712.919921875,2.85,11.62,0.0052329044935152,-0.0155712025616092,-0.0024194179370401,-0.009421911241619,-0.0143060405413734,0.0,-0.011536026059979722,0
2018-03-20,8.760847091674805,48.70187377929688,18.200000762939453,67.41999816894531,2716.93994140625,2.89,12.11,0.0083160603322947,0.0084148628749917,0.0205296054749046,0.0413038061412357,0.0014807086617189,0.04,0.042991974958453354,1
2018-03-21,8.788054466247559,49.977169036865234,17.860000610351562,69.47000122070312,2711.929931640625,2.89,13.27,0.0031007520649763,0.0258487765738441,0.0299533396294582,0.0914742907791153,-0.0018456921256294,0.0,0.09012009361132985,1
2018-03-22,8.633877754211426,48.95691680908203,23.34000015258789,68.91000366210938,2643.68994140625,2.83,12.96,-0.0176996139184805,-0.0206256193326934,-0.0080936637639665,-0.0236381574199874,-0.0254848869728544,-0.06,-0.024742296315810028,0
2018-03-23,8.515978813171387,48.65813064575195,24.8700008392334,70.44999694824219,2588.260009765625,2.82,13.23,-0.0137494792393891,-0.006121742584211,0.0221018365141398,0.0206192872027356,-0.0211898073117506,-0.0100000000000002,0.01300802031071754,0
2018-03-26,8.815263748168945,49.53262710571289,21.030000686645508,70.12000274658203,2658.550048828125,2.85,13.61,0.0345404766412673,0.0178126659241215,-0.0046950958038503,0.0283178385365103,0.0267950407060353,0.0300000000000002,0.027391561804437234,0
2018-03-27,8.67922306060791,49.06623840332031,22.5,70.11000061035156,2612.6201171875,2.78,14.38,-0.015552720264889,-0.0094603964949709,-0.000142653298267,0.0550335356295259,-0.0174272856453219,-0.0700000000000002,0.05417062053969838,1
2018-03-28,8.597601890563965,48.11156845092773,22.8700008392334,69.52999877929688,2605.0,2.77,13.75,-0.0094487010803546,-0.019648532865857,-0.008307149370073,-0.0447995281803203,-0.0029209188994626,-0.0099999999999997,-0.03766736941792546,0
2018-03-29,8.633877754211426,49.1245346069336,19.96999931335449,70.2699966430664,2640.8701171875,2.74,14.04,0.0042104239433656,0.0208359399648253,0.0105866208777431,0.0208715744850847,0.0136757774938434,-0.0299999999999998,0.012069197047058857,0
2018-04-02,8.50691032409668,48.14072036743164,23.6200008392334,67.63999938964844,2581.8798828125,2.73,14.04,-0.0148149258694461,-0.0202302002415798,-0.0381454024253246,0.0,-0.0225906823434958,-0.0100000000000002,0.0032538347089018484,0
2018-04-03,8.706433296203613,49.16826629638672,21.100000381469727,68.12000274658203,2614.449951171875,2.79,14.06,0.0231833992158509,0.0211200251715186,0.0070713811073969,0.0014234877848539,0.012535961315741,0.06,-0.0004629166056467739,0
2018-04-04,8.788054466247559,49.10266876220703,20.059999465942383,68.0199966430664,2644.68994140625,2.79,13.83,0.0093311405720757,-0.0013350344918065,-0.0014691658873533,-0.0164937407058519,0.0115001023464467,0.0,-0.011799383622749095,0
2018-04-05,8.851539611816406,49.98444366455078,18.940000534057617,68.33000183105469,2662.840087890625,2.83,13.41,0.0071980590251268,0.0177984433767303,0.004547205363023,-0.0308394483830797,0.0068394214016512,0.04,-0.037076322117677626,0
2018-04-06,8.724570274353027,49.080810546875,21.489999771118164,67.11000061035156,2604.469970703125,2.77,13.76,-0.0144481966737289,-0.0182436957928589,-0.018015862324975,0.0257651352116103,-0.0221640670570649,-0.06,0.02624186764965862,0
2018-04-09,8.8424711227417,49.31401062011719,21.770000457763672,68.6500015258789,2613.159912109375,2.78,14.11,0.013423161705143,0.0047400972350902,0.0226880811759711,0.025117933359525,0.0033309949675928,0.0099999999999997,0.0266341585165263,0
2018-04-10,8.896885871887207,50.946388244628906,20.46999931335449,71.04000091552734,2656.8701171875,2.8,14.16,0.0061349371153935,0.032565637173575,0.0342219571304931,0.003537322400851,0.016588598996314,0.02,0.0020613121268626853,0
2018-04-11,8.86967658996582,51.47837448120117,20.239999771118164,72.05999755859375,2642.18994140625,2.79,14.24,-0.0030629789248838,0.0103879375701467,0.0142559598683546,0.005633817718256,-0.0055406857724611,-0.0099999999999997,0.002463910487183949,0
2018-04-12,8.915023803710938,51.47108459472656,18.489999771118164,72.0199966430664,2663.989990234375,2.83,14.44,0.0050995868376123,-0.0001416206855719,-0.000555259830162,0.0139472274808503,0.008216898697657,0.04,0.009377484654320211,0
2018-04-13,8.83340072631836,52.03950881958008,17.40999984741211,72.58000183105469,2656.300048828125,2.82,14.84,-0.0091978476961824,0.0109830292732657,0.0077456154034148,0.0273241042745541,-0.0028907998267066,-0.0100000000000002,0.027598382651709136,0
2018-04-16,8.778986930847168,52.571475982666016,16.559999465942383,71.41999816894531,2677.840087890625,2.83,14.92,-0.0061790564300746,0.0101704758745486,-0.0161115104845529,0.0053763570363804,0.008076336801563,0.0100000000000002,0.006155542068527858,0
2018-04-17,8.8424711227417,52.77553176879883,15.25,71.58000183105469,2706.389892578125,2.82,14.68,0.007205359098135,0.0038739788758887,0.0022378143899543,-0.0162165715892452,0.0106050716138667,-0.0100000000000002,-0.018876718180643674,0
2018-04-18,8.924093246459961,53.60629653930664,15.600000381469728,73.4800033569336,2708.639892578125,2.87,14.84,0.009188349111521,0.0156188640923414,0.0261975751135067,0.0108402145528648,0.0008310204075532,0.0500000000000002,0.008786749235393125,0
2018-04-19,8.915023803710938,53.67189407348633,15.960000038146973,73.77999877929688,2693.1298828125,2.92,14.42,-0.0010168040833991,0.0012229427431718,0.0040743695914318,-0.0287101058824313,-0.0057425817958325,0.0499999999999998,-0.02819847103610661,0
2018-04-20,8.878746032714844,53.41682815551758,16.8799991607666,74.05999755859375,2670.139892578125,2.96,14.02,-0.0040775868851386,-0.0047636463484868,0.0037878668968654,-0.0281312502503589,-0.0085731771883527,0.04,-0.028959221816343597,0
