Date,Price,Open,High,Low,Vol.,Change %,Returns,Residuals,Shock_ModelBased,Shock_EventBased
2019-03-27,23.15,23.05,23.34,22.98,0.35K,1.36%,0.013572679509632257,0.014397506872153187,0,0
2019-03-28,23.55,23.63,23.63,23.63,0.24K,1.73%,0.017278617710583255,0.012527704096248416,0,0
2019-03-29,22.82,22.88,22.88,22.88,0.30K,-3.10%,-0.030997876857749462,-0.033859026807418,1,0
2019-04-01,23.16,22.46,22.91,22.46,0.06K,1.49%,0.014899211218229569,0.011643393487352457,0,0
2019-04-02,23.25,23.25,23.25,23.25,0.38K,0.39%,0.0038860103626943143,0.006175695867342666,0,0
2019-04-03,24.45,23.99,24.15,23.99,0.48K,5.16%,0.05161290322580636,0.04988119161707449,1,0
2019-04-04,25.72,25.51,25.51,25.51,0.65K,5.19%,0.05194274028629864,0.05369378484873201,1,0
2019-04-05,25.9,25.6,25.6,25.6,0.21K,0.70%,0.006998444790046632,0.0018409043630857238,0,0
2019-04-08,25.58,25.99,25.99,25.99,0.10K,-1.24%,-0.01235521235521242,-0.015285668538534962,0,0
2019-04-09,26.84,26.87,26.87,26.87,0.45K,4.93%,0.04925723221266631,0.04634405240838904,1,0
2019-04-10,27.41,27.51,27.63,27.51,3.16K,2.12%,0.021236959761550045,0.024777024431608178,0,0
2019-04-11,28.58,27.84,27.84,27.84,1.65K,4.27%,0.04268515140459672,0.04283695656958175,1,0
2019-04-12,27.82,28.11,28.11,27.63,0.00K,-2.66%,-0.026592022393281955,-0.02702162417850167,0,0
2019-04-15,28.05,28.33,28.36,28.25,0.60K,0.83%,0.008267433501078392,0.001750224299220813,0,0
2019-04-16,28.25,27.84,28.11,27.84,0.57K,0.71%,0.007130124777183555,0.010531370368883696,0,0
2019-04-17,28.71,28.71,28.71,28.71,0.40K,1.63%,0.01628318584070798,0.01513204139718187,0,0
2019-04-18,28.14,28.14,28.14,28.14,0.07K,-1.99%,-0.019853709508881878,-0.017684877264329126,0,0
2019-04-23,28.8,28.8,28.8,28.8,1.00K,2.35%,0.023454157782516027,0.01817313388383257,0,0
2019-04-24,28.66,28.66,28.66,28.66,1.00K,-0.49%,-0.004861111111111094,-0.00416958991848395,0,0
2019-04-25,28.54,28.54,28.54,28.54,0.06K,-0.42%,-0.004187020237264472,-0.0070790965730599415,0,0
2019-04-26,27.09,27.09,27.09,27.09,0.11K,-5.08%,-0.05080588647512263,-0.05072403609539118,1,0
2019-04-29,27.55,27.55,27.55,27.55,0.01K,1.70%,0.016980435585086884,0.011906338103006318,0,0
2019-04-30,27.43,27.11,27.53,27.11,0.05K,-0.44%,-0.004355716878402971,-0.0010026052084499905,0,0
2019-05-01,26.89,26.89,26.89,26.89,0.01K,-1.97%,-0.019686474662777953,-0.022851189353538602,0,0
2019-05-02,25.79,25.83,25.83,25.83,1.48K,-4.09%,-0.04090740052063968,-0.04235503852087358,1,0
2019-05-03,26.29,25.69,26.1,25.69,0.48K,1.94%,0.019387359441644048,0.013282227661313602,0,0
2019-05-07,27.47,26.8,26.8,26.8,0.02K,3.97%,0.0397426192278576,0.042119568461248064,1,0
2019-05-08,27.99,27.65,27.65,27.58,0.08K,1.89%,0.01892974153622129,0.017476068283336255,0,0
2019-05-09,27.57,27.57,27.57,27.57,0.09K,-1.50%,-0.01500535905680589,-0.018764165997504037,0,0
2019-05-10,26.62,27.12,27.15,27.12,0.51K,-3.45%,-0.034457743924555695,-0.040858818589772854,1,0
2019-05-13,26.03,26.6,26.6,26.6,0.03K,-2.22%,-0.02216378662659657,-0.023430527557433252,0,0
2019-05-14,26.87,26.87,26.87,26.87,0.54K,3.23%,0.03227045716480981,0.034193055877601526,1,0
2019-05-15,26.96,26.96,26.96,26.96,0.44K,0.33%,0.003349460364719059,0.005468750669799058,0,0
2019-05-16,26.56,26.56,26.56,26.56,0.12K,-1.48%,-0.014836795252225587,-0.01864533704301041,0,0
2019-05-17,25.96,26.53,26.54,26.53,0.01K,-2.26%,-0.02259036144578308,-0.026976722135190492,0,0
2019-05-20,26.16,26.16,26.16,26.16,0.05K,0.77%,0.007704160246533087,0.003834798359945758,0,0
2019-05-21,26.35,26.18,26.18,26.18,0.42K,0.73%,0.007262996941896027,0.009301879402133952,0,0
2019-05-22,27.34,27.34,27.34,27.34,0.10K,3.76%,0.03757115749525619,0.03617776162918414,1,0
2019-05-23,27.03,27.08,27.08,27.08,0.00K,-1.13%,-0.011338697878566117,-0.012788658933327306,0,0
2019-05-24,26.44,26.62,26.62,26.6,0.10K,-2.18%,-0.021827598964113903,-0.02762363166745735,1,0
2019-05-27,26.61,26.02,26.64,26.02,0.04K,0.64%,0.006429652042359901,0.005181489069294781,0,0
2019-05-28,26.46,26.58,26.65,26.2,0.25K,-0.56%,-0.005636978579481311,-0.006133465891316376,0,0
2019-05-29,26.51,26.55,26.94,26.55,0.02K,0.19%,0.0018896447467875443,0.0025993943061571574,0,0
2019-05-30,26.28,26.5,26.5,26.4,0.02K,-0.87%,-0.008675971331573051,-0.010416017768603925,0,0
2019-05-31,25.45,25.68,25.68,25.68,0.01K,-3.16%,-0.03158295281582957,-0.03539652503150275,1,0
2019-06-03,24.74,25.1,25.37,24.98,0.62K,-2.79%,-0.027897838899803573,-0.029599829558322126,1,0
2019-06-04,25.58,25.24,25.63,25.22,2.56K,3.40%,0.03395311236863385,0.03250365865828703,1,0
2019-06-05,25.28,25.28,25.28,25.28,0.01K,-1.17%,-0.011727912431587106,-0.010617658354325578,0,0
2019-06-06,25.09,25.4,25.4,25.4,0.39K,-0.75%,-0.007515822784810222,-0.011523425910788223,0,0
2019-06-07,25.66,25.7,25.7,25.7,0.03K,2.27%,0.022718214428059103,0.019685289782651265,0,0
2019-06-10,26.36,26.36,26.36,26.36,0.04K,2.73%,0.02727981293842552,0.024049419977655667,0,0
2019-06-11,26.11,26.11,26.11,26.11,0.01K,-0.95%,-0.00948406676783009,-0.008724208300982188,0,0
2019-06-12,25.92,25.87,25.87,25.86,0.01K,-0.73%,-0.007276905400229738,-0.011343826439253482,0,0
2019-06-13,26.05,26.09,26.09,26.09,0.15K,0.50%,0.005015432098765427,0.002721729335910322,0,0
2019-06-14,26.15,26.15,26.15,26.15,0.29K,0.38%,0.0038387715930900956,0.0038715681546173117,0,0
2019-06-17,26.12,26.15,26.19,26.06,0.27K,-0.11%,-0.0011472275334607485,-0.0007886484134906099,0,0
2019-06-18,26.22,26.07,26.41,26.06,0.19K,0.38%,0.003828483920367498,0.0013635228120768457,0,0
2019-06-19,26.07,26.42,26.42,26.39,1.31K,-0.57%,-0.005720823798626928,-0.007820066983327163,0,0
2019-06-20,26.2,25.99,25.99,25.99,0.02K,0.50%,0.004986574606827832,0.003219604065073134,0,0
2019-06-21,26.42,26.17,26.17,26.13,0.58K,0.84%,0.008396946564885654,0.007507923098464231,0,0
2019-06-24,27.53,26.71,27.26,26.71,1.03K,4.20%,0.042013626040878105,0.040190538616310445,1,0
2019-06-25,27.64,27.92,27.92,27.4,0.50K,0.40%,0.0039956411187795915,0.0037047164257831126,0,0
2019-06-26,28.65,28.37,28.65,28.37,0.24K,3.65%,0.03654124457308239,0.032331424862652884,1,0
2019-06-27,28.15,28.64,28.64,28.37,0.03K,-1.75%,-0.017452006980802848,-0.017737588047300225,0,0
2019-06-28,27.5,27.5,27.5,27.5,0.08K,-2.31%,-0.023090586145648295,-0.027374273296797286,1,0
2019-07-01,28.17,28.1,28.16,28.1,0.25K,2.44%,0.024363636363636365,0.02598460587522939,0,0
2019-07-02,27.98,28.44,28.44,28.44,0.11K,-0.67%,-0.006744763933262399,-0.006815505298328425,0,0
2019-07-03,27.78,27.91,27.91,27.74,0.33K,-0.71%,-0.0071479628305932685,-0.00738024035115704,0,0
2019-07-04,27.28,27.84,27.86,27.26,0.42K,-1.80%,-0.017998560115190743,-0.020352829060072422,0,0
2019-07-05,27.67,27.2,27.59,27.1,1.20K,1.43%,0.014296187683284556,0.010219614186556456,0,0
2019-07-08,28.16,28.22,28.22,28.15,0.06K,1.77%,0.017708709794000743,0.019353710686552276,0,0
2019-07-09,27.9,28.08,28.32,27.97,0.59K,-0.92%,-0.009232954545454586,-0.01148656144669244,0,0
2019-07-10,29.65,28.46,28.85,28.45,0.85K,6.27%,0.06272401433691766,0.05966189900836071,1,0
2019-07-11,29.71,29.54,29.54,29.52,0.75K,0.20%,0.002023608768971341,0.0014185587787842525,0,0
2019-07-12,30.26,29.67,29.94,29.67,0.02K,1.85%,0.01851228542578265,0.014348597983124331,0,0
2019-07-15,30.56,30.66,31.02,30.55,0.66K,0.99%,0.009914077990746728,0.01045336593757211,0,0
2019-07-16,29.98,30.88,30.88,30.64,0.01K,-1.90%,-0.018979057591622994,-0.02308473150138768,0,0
2019-07-17,29.98,30.07,30.07,29.97,0.39K,0.00%,0.0,0.0018394111923758462,0,0
2019-07-18,29.28,29.28,29.28,29.28,0.08K,-2.33%,-0.023348899266177447,-0.024181878109879203,0,0
2019-07-19,30.38,29.47,29.82,29.47,0.10K,3.76%,0.037568306010928865,0.03623407525482607,1,0
2019-07-22,30.5,30.6,30.68,30.15,0.18K,0.39%,0.0039499670836076195,0.005833525918604916,0,0
2019-07-23,31.33,30.49,30.49,30.49,0.00K,2.72%,0.027213114754098378,0.02223180612801433,0,0
2019-07-24,30.7,30.7,30.7,30.7,0.27K,-2.01%,-0.02010852218321091,-0.020520130907353027,0,0
2019-07-25,30.51,30.7,31.22,30.7,0.86K,-0.62%,-0.006188925081433205,-0.012345223039498126,0,0
2019-07-26,29.75,29.75,29.75,29.75,0.01K,-2.49%,-0.024909865617830262,-0.022941356780629488,0,0
2019-07-29,29.85,29.85,29.85,29.85,0.03K,0.34%,0.003361344537815114,0.0009047909012466935,0,0
2019-07-30,29.29,29.5,29.62,29.44,0.22K,-1.88%,-0.018760469011725345,-0.016669866776307486,0,0
2019-07-31,29.38,29.63,29.63,29.63,0.01K,0.31%,0.003072721065209949,-0.0008703852212727358,0,0
2019-08-01,30.83,29.46,30.5,29.46,0.11K,4.94%,0.049353301565690844,0.04876225584455248,1,0
2019-08-02,30.61,30.73,30.73,30.43,0.25K,-0.71%,-0.007135906584495588,-0.009273847448085919,0,0
2019-08-05,30.04,30.04,30.04,30.04,0.51K,-1.86%,-0.018621365566808268,-0.022508535867945784,0,0
2019-08-06,29.7,30.05,30.05,30.05,0.40K,-1.13%,-0.011318242343541951,-0.014518898920670452,0,0
2019-08-07,29.56,29.64,30.15,29.55,0.70K,-0.47%,-0.004713804713804781,-0.006482471616593132,0,0
2019-08-08,29.78,29.42,29.42,29.42,0.01K,0.74%,0.007442489851150258,0.009914870717027593,0,0
2019-08-09,29.36,29.36,29.36,29.36,0.60K,-1.41%,-0.0141034251175286,-0.015512682340109584,0,0
2019-08-12,27.91,29.34,29.34,28.0,0.55K,-4.94%,-0.04938692098092645,-0.05311334425538867,1,0
2019-08-13,28.3,28.05,28.2,28.05,0.01K,1.40%,0.013973486205661079,0.010643810008102769,0,0
2019-08-14,28.12,27.9,27.9,27.8,0.03K,-0.64%,-0.00636042402826853,-0.00552186248966944,0,0
2019-08-15,27.2,27.6,27.6,27.3,0.88K,-3.27%,-0.03271692745376964,-0.03469932192003086,1,0
2019-08-16,27.15,27.47,27.56,27.36,0.06K,-0.18%,-0.0018382352941176405,-0.004390169755497393,0,0
2019-08-19,27.73,27.73,27.73,27.73,0.00K,2.14%,0.021362799263351828,0.017404989241619262,0,0
2019-08-20,27.42,27.91,27.91,27.91,0.03K,-1.12%,-0.01117922827262885,-0.011001956758644049,0,0
2019-08-21,27.17,27.36,27.36,27.36,0.02K,-0.91%,-0.009117432530999281,-0.012168759685108239,0,0
2019-08-22,26.81,27.0,27.0,27.0,0.00K,-1.32%,-0.013249907986750187,-0.016961127324314713,0,0
2019-08-23,26.24,26.61,26.61,25.92,0.01K,-2.13%,-0.021260723610593057,-0.02346392806653819,0,0
2019-08-26,26.97,26.97,26.97,26.97,0.52K,2.78%,0.027820121951219523,0.027870320557208894,1,0
2019-08-27,26.53,26.53,26.53,26.53,0.01K,-1.63%,-0.01631442343344447,-0.016651774619026772,0,0
2019-08-28,27.11,26.71,26.86,26.71,0.15K,2.19%,0.021862042970222317,0.01768027966468376,0,0
2019-08-29,27.55,27.6,27.6,27.6,0.00K,1.62%,0.016230173367761003,0.015641946529347136,0,0
2019-08-30,27.37,27.37,27.37,27.37,0.26K,-0.65%,-0.006533575317604345,-0.010927252838617499,0,0
2019-09-02,26.22,26.94,26.94,26.14,0.02K,-4.20%,-0.04201680672268915,-0.04232800633513301,1,0
2019-09-03,26.21,26.0,26.0,26.0,0.43K,-0.04%,-0.0003813882532417434,-0.004673433986614318,0,0
2019-09-04,26.47,26.47,26.47,26.47,2.10K,0.99%,0.009919877909194907,0.0117253301757229,0,0
2019-09-05,26.48,26.73,26.73,26.26,0.27K,0.04%,0.0003777861730260845,0.00023132411201644255,0,0
2019-09-06,26.05,26.43,26.43,25.9,0.05K,-1.62%,-0.016238670694864066,-0.018145280354549095,0,0
2019-09-09,25.97,26.16,26.16,25.95,0.26K,-0.31%,-0.003071017274472232,-0.008377978751557179,0,0
2019-09-10,27.69,26.28,26.71,26.28,0.69K,6.62%,0.06623026569118218,0.06509441748489969,1,0
2019-09-11,27.27,27.59,28.34,27.19,0.39K,-1.52%,-0.015167930660888507,-0.013778084534818411,0,0
2019-09-12,27.42,27.76,27.79,27.62,0.64K,0.55%,0.005500550055005604,0.0001764404017521046,0,0
2019-09-13,27.38,27.44,27.68,27.22,0.28K,-0.15%,-0.0014587892049600093,-0.003072701229467789,0,0
2019-09-16,28.07,27.92,28.1,27.63,0.41K,2.52%,0.025200876552228024,0.021722724207073232,0,0
2019-09-17,27.24,27.79,27.85,27.7,0.08K,-2.96%,-0.02956893480584255,-0.025125244500593016,0,0
2019-09-18,26.47,26.61,26.75,26.34,0.27K,-2.83%,-0.02826725403817909,-0.03347505172686965,1,0
2019-09-19,26.98,26.4,26.88,26.31,0.56K,1.93%,0.019267094824329423,0.018701997183974365,0,0
2019-09-20,27.59,27.3,27.69,27.3,0.02K,2.26%,0.022609340252038423,0.02239457062132669,0,0
2019-09-23,26.84,27.01,27.01,26.73,0.13K,-2.72%,-0.02718376223269303,-0.026800591491384158,0,0
2019-09-24,26.58,26.68,26.88,26.67,0.30K,-0.97%,-0.009687034277198303,-0.015066310254230976,0,0
2019-09-25,26.26,26.38,26.4,26.17,0.06K,-1.20%,-0.012039127163280594,-0.014981720241161092,0,0
2019-09-26,26.69,26.61,26.61,26.29,0.05K,1.64%,0.01637471439451632,0.015725408415348023,0,0
2019-09-27,26.34,26.59,26.59,26.25,0.01K,-1.31%,-0.013113525665043091,-0.011480235817219207,0,0
2019-09-30,25.76,26.14,26.17,25.78,0.19K,-2.20%,-0.022019741837509432,-0.026866138470146825,0,0
2019-10-01,26.05,25.51,26.11,25.51,0.66K,1.13%,0.01125776397515521,0.009082139336027726,0,0
2019-10-02,25.2,25.73,25.81,25.62,2.51K,-3.26%,-0.03262955854126681,-0.03400666673664555,1,0
2019-10-03,24.17,24.98,24.98,24.1,0.24K,-4.09%,-0.04087301587301573,-0.04286129460566099,1,0
2019-10-04,23.91,24.24,24.5,24.2,0.25K,-1.08%,-0.010757136946628165,-0.01264377804858971,0,0
2019-10-07,24.35,23.83,24.28,23.83,0.28K,1.84%,0.018402342116269343,0.016550925107978346,0,0
2019-10-08,23.5,24.4,24.47,23.96,0.35K,-3.49%,-0.03490759753593431,-0.03412293338641936,1,0
2019-10-09,23.6,23.1,23.6,23.1,0.17K,0.43%,0.004255319148936287,-0.0012693538435265828,0,0
2019-10-10,24.18,23.68,23.81,23.58,1.00K,2.46%,0.024576271186440568,0.022097993035741833,0,0
2019-10-11,25.36,24.75,24.84,24.75,0.03K,4.88%,0.048800661703887416,0.04648687035133012,1,0
2019-10-14,25.06,24.82,24.82,24.82,0.00K,-1.18%,-0.011829652996845463,-0.011134436521929818,0,0
2019-10-15,26.64,25.5,25.65,25.3,0.13K,6.30%,0.06304868316041512,0.055862130111853266,1,0
2019-10-16,27.23,26.59,26.71,26.25,0.45K,2.21%,0.02214714714714705,0.02325784479379574,0,0
2019-10-17,27.0,26.7,26.7,26.6,1.02K,-0.84%,-0.008446566287183321,-0.011756010218699198,0,0
2019-10-18,26.8,26.55,26.98,26.5,1.07K,-0.74%,-0.007407407407407418,-0.006476688903896455,0,0
2019-10-21,26.83,26.83,26.83,26.83,0.48K,0.11%,0.0011194029850745135,-0.0022942048783933227,0,0
2019-10-22,26.52,26.6,26.6,26.56,1.42K,-1.16%,-0.011554230339172467,-0.008566484345703427,0,0
2019-10-23,25.59,26.0,26.17,25.93,0.16K,-3.51%,-0.03506787330316741,-0.035423981801246215,1,0
2019-10-24,26.28,25.55,25.98,25.55,0.06K,2.70%,0.02696365767878084,0.024222697306629667,0,0
2019-10-25,25.8,25.92,25.92,25.92,0.01K,-1.83%,-0.0182648401826484,-0.017811004290721855,0,0
2019-10-28,25.93,25.66,25.91,25.56,0.04K,0.50%,0.005038759689922401,0.0015148019987574544,0,0
2019-10-29,26.25,26.19,26.45,26.18,0.07K,1.23%,0.012340917855765632,0.01165780075471982,0,0
2019-10-30,26.76,26.31,26.63,26.31,0.03K,1.94%,0.019428571428571573,0.01476708041662891,0,0
2019-10-31,26.35,26.74,26.74,26.44,0.88K,-1.53%,-0.015321375186846065,-0.014641775745207596,0,0
2019-11-01,26.02,26.64,26.64,26.64,0.02K,-1.25%,-0.012523719165085434,-0.01712366249988228,0,0
2019-11-04,26.37,25.81,25.88,25.71,0.09K,1.35%,0.013451191391237627,0.012372611123392939,0,0
2019-11-05,26.24,26.67,26.67,26.64,0.22K,-0.49%,-0.004929844520288329,-0.004986438589317639,0,0
2019-11-06,25.52,25.87,26.06,25.87,0.16K,-2.74%,-0.027439024390243816,-0.028309449609057326,1,0
2019-11-07,25.65,25.7,25.7,25.7,0.00K,0.51%,0.005094043887147404,0.0018913311909577474,0,0
2019-11-08,25.56,25.35,25.78,25.35,0.07K,-0.35%,-0.0035087719298245723,-0.004766317306840152,0,0
2019-11-11,25.65,25.85,25.89,25.82,1.13K,0.35%,0.0035211267605632646,0.002453149548918691,0,0
2019-11-12,24.83,25.76,25.76,24.57,0.35K,-3.20%,-0.03196881091617931,-0.03319440383558095,1,0
2019-11-13,25.1,24.85,25.06,24.8,0.15K,1.09%,0.010873942811115755,0.005806643028040989,0,0
2019-11-14,24.67,24.7,24.73,24.7,0.02K,-1.71%,-0.01713147410358562,-0.016320954917286672,0,0
2019-11-15,24.57,24.17,24.4,24.17,0.08K,-0.41%,-0.004053506282934771,-0.00730383140247638,0,0
2019-11-18,24.13,24.18,24.19,24.15,0.02K,-1.79%,-0.017908017908017992,-0.017952826579638616,0,0
2019-11-19,24.17,24.18,24.58,24.18,0.03K,0.17%,0.0016576875259015633,-0.0030275063432176567,0,0
2019-11-20,24.75,24.08,24.4,24.08,0.08K,2.40%,0.023996690111708574,0.02441040139295217,0,0
2019-11-21,24.66,24.68,24.84,24.68,0.03K,-0.36%,-0.0036363636363636598,-0.00584357015671292,0,0
2019-11-22,25.31,25.31,25.31,25.31,4.12K,2.64%,0.02635847526358459,0.023340954632746495,0,0
2019-11-25,25.16,25.02,25.2,25.02,0.20K,-0.59%,-0.005926511260371359,-0.007793029793678081,0,0
2019-11-26,25.11,25.0,25.17,24.93,0.22K,-0.20%,-0.001987281399046137,-0.005553644846529702,0,0
2019-11-27,25.84,25.53,25.75,25.53,0.04K,2.91%,0.02907208283552376,0.029572936452849082,1,0
2019-11-28,25.73,25.72,25.82,25.6,0.03K,-0.43%,-0.004256965944272384,-0.005609693143333003,0,0
2019-11-29,25.94,25.85,25.88,25.73,0.30K,0.82%,0.008161678973960473,0.006880917541771528,0,0
2019-12-02,25.06,25.7,25.7,25.16,0.05K,-3.39%,-0.03392444101773329,-0.035402418339174256,1,0
2019-12-03,24.74,25.23,25.23,24.9,0.17K,-1.28%,-0.012769353551476459,-0.016694660801553168,0,0
2019-12-04,25.48,24.58,25.53,24.58,0.02K,2.99%,0.029911075181891844,0.031830056584061656,1,0
2019-12-05,25.43,25.42,25.49,25.14,0.29K,-0.20%,-0.00196232339089486,-0.002541469832291472,0,0
2019-12-06,25.68,25.39,25.7,25.35,0.28K,0.98%,0.009830908375934033,0.007703141748800365,0,0
2019-12-09,25.87,25.33,25.96,25.19,0.07K,0.74%,0.007398753894080956,0.003982857152192871,0,0
2019-12-10,25.68,25.69,25.74,25.69,0.33K,-0.73%,-0.007344414379590325,-0.01076874543788635,0,0
2019-12-11,25.19,25.83,25.83,25.36,0.32K,-1.91%,-0.01908099688473519,-0.01910451426135136,0,0
2019-12-12,25.79,25.43,25.87,25.27,0.04K,2.38%,0.02381897578404124,0.02158938817492089,0,1
2019-12-13,24.71,26.23,26.23,25.0,0.05K,-4.19%,-0.041876696393951085,-0.041184287723779744,1,0
2019-12-16,25.52,24.74,25.31,24.74,0.05K,3.28%,0.03278025091056258,0.0290686993169999,1,0
2019-12-17,26.61,26.09,26.09,26.09,0.03K,4.27%,0.04271159874608155,0.04420637403202617,1,0
2019-12-18,27.13,26.64,26.64,26.64,0.00K,1.95%,0.019541525742202248,0.015616153125776437,0,0
2019-12-19,27.38,27.17,27.4,27.15,0.33K,0.92%,0.009214891264283098,0.008604520228527889,0,0
2019-12-20,27.21,26.57,27.04,26.57,0.02K,-0.62%,-0.006208911614316914,-0.012127580931328052,0,0
2019-12-23,27.08,27.55,27.59,27.55,0.03K,-0.48%,-0.004777655273796477,-0.005414071157752703,0,0
2019-12-24,26.62,26.62,26.62,26.62,0.25K,-1.70%,-0.01698670605612984,-0.015656544336047313,0,0
2019-12-27,27.25,27.25,27.25,27.25,0.07K,2.37%,0.02366641622839971,0.022928434131353276,0,0
2019-12-30,25.63,26.77,26.77,25.75,0.14K,-5.94%,-0.05944954128440372,-0.0586635438420315,1,0
2019-12-31,25.18,25.67,25.67,25.67,0.00K,-1.76%,-0.0175575497463909,-0.022898932232887022,0,0
2020-01-02,24.9,24.9,24.9,24.9,0.07K,-1.11%,-0.011119936457505974,-0.010254771139271097,0,0
2020-01-03,25.5,25.34,25.37,25.34,0.01K,2.41%,0.024096385542168752,0.02107489108379056,0,0
2020-01-06,24.74,24.95,24.96,24.7,0.02K,-2.98%,-0.029803921568627545,-0.027327734097638157,1,0
2020-01-07,25.06,24.59,24.85,24.59,0.02K,1.29%,0.012934518997574695,0.004881065443943938,0,0
2020-01-08,24.6,24.88,24.88,24.57,0.51K,-1.84%,-0.018355945730247347,-0.019056340874916852,0,0
2020-01-09,25.2,24.84,25.2,24.84,0.12K,2.44%,0.024390243902439046,0.02006615514984443,0,0
2020-01-10,24.73,24.82,24.82,24.71,0.06K,-1.87%,-0.018650793650793585,-0.01618280954067851,0,0
2020-01-13,24.66,24.55,24.73,24.55,0.11K,-0.28%,-0.0028305701577031606,-0.008903158216146304,0,0
2020-01-14,24.37,24.28,24.33,24.2,0.06K,-1.18%,-0.011759935117599318,-0.01118564316283265,0,0
2020-01-15,25.04,24.95,25.08,24.82,1.20K,2.75%,0.02749281903980294,0.023710131086192663,0,0
2020-01-16,25.37,25.44,25.44,25.12,0.12K,1.32%,0.01317891373801916,0.015174621898551809,0,0
2020-01-17,25.97,25.46,25.81,25.46,0.05K,2.36%,0.02364998029168297,0.019619759873811884,0,0
2020-01-20,25.7,25.81,26.1,25.7,0.57K,-1.04%,-0.01039661147477855,-0.011861484683228663,0,0
2020-01-21,25.45,25.55,25.95,25.42,0.15K,-0.97%,-0.009727626459143934,-0.014300671676673041,0,0
2020-01-22,25.55,25.82,26.08,25.52,0.19K,0.39%,0.003929273084479323,0.0043492110096443855,0,0
2020-01-23,25.21,25.34,25.34,24.88,2.48K,-1.33%,-0.013307240704500956,-0.013827100711303759,0,0
2020-01-24,24.87,25.33,25.33,24.8,0.46K,-1.35%,-0.013486711622372027,-0.013910069648923088,0,0
2020-01-27,25.05,24.7,24.88,24.6,0.08K,0.72%,0.007237635705669376,0.005222462282227025,0,0
2020-01-28,25.1,25.05,25.05,25.05,0.01K,0.20%,0.001996007984031989,0.0004329545512380868,0,0
2020-01-29,24.43,24.88,24.88,24.44,0.56K,-2.67%,-0.026693227091633576,-0.028192821677101725,1,0
2020-01-30,24.17,24.3,24.34,23.9,4.25K,-1.06%,-0.010642652476463232,-0.014036165457114088,0,0
2020-01-31,24.31,24.13,24.13,23.95,2.09K,0.58%,0.005792304509722568,0.004029985238267636,0,0
2020-02-03,23.63,24.15,24.15,23.42,0.29K,-2.80%,-0.027972027972027913,-0.028488540035242496,1,0
2020-02-04,23.78,23.69,23.87,23.35,1.49K,0.63%,0.006347862886161737,0.0040208804663781,0,0
2020-02-05,24.19,23.49,24.26,23.49,0.66K,1.72%,0.01724137931034475,0.015475640435865853,0,0
2020-02-06,23.98,24.0,24.0,23.63,0.08K,-0.87%,-0.008681273253410504,-0.011092159201426498,0,0
2020-02-07,23.75,23.83,24.01,23.7,0.52K,-0.96%,-0.009591326105087616,-0.011501607239893467,0,0
2020-02-10,23.58,23.71,23.71,23.39,0.11K,-0.72%,-0.007157894736842141,-0.010825508003453683,0,0
2020-02-11,23.74,23.72,24.03,23.59,0.05K,0.68%,0.006785411365564098,0.00550051588002365,0,0
2020-02-12,24.31,24.0,24.22,24.0,0.08K,2.40%,0.024010109519797762,0.0243368422808728,0,0
2020-02-13,24.82,24.23,24.84,24.13,0.16K,2.10%,0.020979020979021046,0.019267175895310358,0,0
2020-02-14,24.71,25.02,25.02,24.62,0.21K,-0.44%,-0.004431909750201468,-0.00720555775991355,0,0
2020-02-17,25.47,24.64,25.23,24.64,0.09K,3.08%,0.030756778632132553,0.02727390458140491,1,0
2020-02-18,25.56,25.32,25.64,25.25,0.36K,0.35%,0.0035335689045936647,0.003271502404747334,0,0
2020-02-19,26.13,25.71,25.91,25.5,0.12K,2.23%,0.02230046948356801,0.02052896324078829,0,0
2020-02-20,26.06,26.0,26.11,25.96,0.13K,-0.27%,-0.0026789131266743427,-0.002045854367624416,0,0
2020-02-21,26.03,25.89,25.94,25.85,0.53K,-0.12%,-0.001151189562547894,-0.004943841915360757,0,0
2020-02-24,25.0,25.51,25.51,24.87,0.26K,-3.96%,-0.03956972723780261,-0.0388525984248117,1,0
2020-02-25,24.62,24.99,25.0,24.62,0.13K,-1.52%,-0.015199999999999991,-0.01829502213155305,0,0
2020-02-26,24.69,24.5,24.76,24.21,0.24K,0.28%,0.0028432168968317573,0.0044126311221863515,0,0
2020-02-27,24.02,24.35,24.37,23.94,0.44K,-2.71%,-0.02713649250708794,-0.028236843641458877,1,0
2020-02-28,24.02,23.61,24.01,23.61,0.46K,0.00%,0.0,-0.002162569806907922,0,0
2020-03-02,23.93,24.42,24.51,23.82,1.62K,-0.37%,-0.003746877601998322,-0.0066510313348243245,0,0
2020-03-03,23.77,23.82,24.14,23.71,0.28K,-0.67%,-0.006686167989970793,-0.009755096241146259,0,0
2020-03-04,24.24,23.74,24.37,23.74,3.46K,1.98%,0.019772822885990804,0.018767560347147962,0,1
2020-03-05,24.21,24.28,24.28,24.28,0.20K,-0.12%,-0.0012376237623761277,-0.003916504091754607,0,0
2020-03-06,23.83,23.91,24.0,23.85,0.30K,-1.57%,-0.01569599339116079,-0.01839619012032491,0,0
2020-03-09,23.68,23.57,23.57,22.9,2.46K,-0.63%,-0.00629458665547622,-0.008520462170687979,0,0
2020-03-10,24.5,23.75,24.39,23.75,0.12K,3.46%,0.03462837837837829,0.032706589061441964,1,0
2020-03-11,24.34,24.35,24.35,24.0,0.31K,-0.65%,-0.0065306122448979265,-0.005278112079523713,0,0
