Price,Close,High,Low,Open,Volume,Returns,Vol_5d,Vol_21d
Ticker,XLE,XLE,XLE,XLE,XLE,,,
Date,,,,,,,,
2018-01-02,53.14773941040039,53.20562799645772,52.38073496709865,52.54716327187363,14891400,,,
2018-01-03,53.94368362426758,54.08116208985928,53.19838063879564,53.25626921407551,19299600,0.014976069023764138,,
2018-01-04,54.2692985534668,54.30548029405918,53.712136184030285,53.907503229777014,14306800,0.006036201225470883,,
2018-01-05,54.24759292602539,54.29100659925673,53.79896472725311,54.196941800402605,14204400,-0.0003999614518699346,,
2018-01-08,54.573204040527344,54.60214832822133,54.081162190846435,54.22588362931635,9779200,0.0060023145164427305,,
2018-01-09,54.435733795166016,54.696221382632,54.348900918971204,54.68175199687915,9234500,-0.002519006310482297,0.10857854658650884,
2018-01-10,54.37059783935547,54.63109089986039,54.32718416945739,54.59490916123984,10822000,-0.0011965661389932158,0.0653780717690644,
2018-01-11,55.48493957519531,55.680306650918105,54.36337169144629,54.55874428772846,18089500,0.020495300403580385,0.15139794137602347,
2018-01-12,56.0203971862793,56.16511865545104,55.49941093838019,55.49941093838019,19819200,0.009650503635465046,0.14777378329714908,
2018-01-16,55.31126403808594,56.18680795108372,55.20996180157762,56.150626214948815,16894900,-0.012658481264160693,0.20131098797467156,
2018-01-17,55.79607391357422,56.03486014637669,55.108665023388376,55.47046033834059,14007400,0.008765120159872852,0.19861008091222707,
2018-01-18,55.34020233154297,55.72370440259905,55.23889458544477,55.586220444840365,11514600,-0.008170316476700079,0.21760462625277413,
2018-01-19,55.26785659790039,55.28956895653105,54.90606124188245,55.217205468880245,12962700,-0.0013072907324978011,0.15792770100668518,
2018-01-22,56.4617805480957,56.48348738546426,55.32574338781752,55.34021829310245,17016700,0.02160250141201736,0.21861969712593496,
2018-01-23,56.37495422363281,56.62820986513542,56.09274877103397,56.57032128406084,10184900,-0.0015377893438718315,0.18434629859861984,
2018-01-24,56.222999572753906,56.72227896132613,56.027632497541795,56.44007900793123,12919700,-0.002695428368351682,0.1831263243575639,
2018-01-25,55.7816047668457,56.50519547143403,55.680302509848055,56.50519547143403,11718400,-0.0078507872091923,0.18206567231433873,
2018-01-26,56.08551788330078,56.179582688879535,55.788843040187786,55.904620204493064,7785300,0.005448267717025335,0.18148663847849944,
