date,"('ICLN', 'ICLN')","('XLE', 'XLE')","('VIX', '^VIX')","('Brent', 'BZ=F')","('SP500', '^GSPC')",dgs10,carbon_eua
2018-03-14,8.69736099243164,48.87131881713867,17.229999542236328,64.88999938964844,2749.47998046875,2.81,11.79
2018-03-15,8.706433296203613,48.61806106567383,16.59000015258789,65.12000274658203,2747.330078125,2.82,11.74
2018-03-16,8.64294719696045,49.05165100097656,15.800000190734863,66.20999908447266,2752.010009765625,2.85,11.73
2018-03-19,8.68829345703125,48.29377365112305,19.020000457763672,66.05000305175781,2712.919921875,2.85,11.62
2018-03-20,8.760847091674805,48.701873779296875,18.200000762939453,67.41999816894531,2716.93994140625,2.89,12.11
2018-03-21,8.788054466247559,49.977169036865234,17.860000610351562,69.47000122070312,2711.929931640625,2.89,13.27
2018-03-22,8.633877754211426,48.95691680908203,23.34000015258789,68.91000366210938,2643.68994140625,2.83,12.96
2018-03-23,8.515978813171387,48.65813064575195,24.8700008392334,70.44999694824219,2588.260009765625,2.82,13.23
2018-03-26,8.815263748168945,49.53262710571289,21.030000686645508,70.12000274658203,2658.550048828125,2.85,13.61
2018-03-27,8.67922306060791,49.06623840332031,22.5,70.11000061035156,2612.6201171875,2.78,14.38
2018-03-28,8.597601890563965,48.111568450927734,22.8700008392334,69.52999877929688,2605.0,2.77,13.75
2018-03-29,8.633877754211426,49.124534606933594,19.969999313354492,70.2699966430664,2640.8701171875,2.74,14.04
2018-04-02,8.50691032409668,48.14072036743164,23.6200008392334,67.63999938964844,2581.8798828125,2.73,14.04
2018-04-03,8.706433296203613,49.16826629638672,21.100000381469727,68.12000274658203,2614.449951171875,2.79,14.06
2018-04-04,8.788054466247559,49.10266876220703,20.059999465942383,68.0199966430664,2644.68994140625,2.79,13.83
2018-04-05,8.851539611816406,49.98444366455078,18.940000534057617,68.33000183105469,2662.840087890625,2.83,13.41
2018-04-06,8.724570274353027,49.080810546875,21.489999771118164,67.11000061035156,2604.469970703125,2.77,13.76
2018-04-09,8.8424711227417,49.31401062011719,21.770000457763672,68.6500015258789,2613.159912109375,2.78,14.11
2018-04-10,8.896885871887207,50.946388244628906,20.469999313354492,71.04000091552734,2656.8701171875,2.8,14.16
2018-04-11,8.86967658996582,51.47837448120117,20.239999771118164,72.05999755859375,2642.18994140625,2.79,14.24
2018-04-12,8.915023803710938,51.47108459472656,18.489999771118164,72.0199966430664,2663.989990234375,2.83,14.44
2018-04-13,8.83340072631836,52.03950881958008,17.40999984741211,72.58000183105469,2656.300048828125,2.82,14.84
2018-04-16,8.778986930847168,52.571475982666016,16.559999465942383,71.41999816894531,2677.840087890625,2.83,14.92
2018-04-17,8.8424711227417,52.77553176879883,15.25,71.58000183105469,2706.389892578125,2.82,14.68
2018-04-18,8.924093246459961,53.60629653930664,15.600000381469727,73.4800033569336,2708.639892578125,2.87,14.84
2018-04-19,8.915023803710938,53.67189407348633,15.960000038146973,73.77999877929688,2693.1298828125,2.92,14.42
2018-04-20,8.878746032714844,53.41682815551758,16.8799991607666,74.05999755859375,2670.139892578125,2.96,14.02
2018-04-23,8.806193351745605,53.74476623535156,16.34000015258789,74.70999908447266,2670.2900390625,2.98,13.87
2018-04-24,8.742711067199707,53.16904830932617,18.020000457763672,73.86000061035156,2634.56005859375,3.0,14.22
2018-04-25,8.71550178527832,53.591732025146484,17.84000015258789,74.0,2639.39990234375,3.03,14.26
2018-04-26,8.824332237243652,54.371482849121094,16.239999771118164,74.73999786376953,2666.93994140625,3.0,14.51
2018-04-27,8.978508949279785,53.795772552490234,15.40999984741211,74.63999938964844,2669.909912109375,2.96,14.58
2018-04-30,8.933160781860352,53.788490295410156,15.930000305175781,75.16999816894531,2648.050048828125,2.95,14.6
2018-05-01,8.942232131958008,53.46054458618164,15.489999771118164,75.16999816894531,2654.800048828125,2.97,14.41
2018-05-02,8.896885871887207,53.67917251586914,15.970000267028809,73.36000061035156,2635.669921875,2.97,14.08
2018-05-03,8.878746032714844,53.555301666259766,15.899999618530273,73.62000274658203,2629.72998046875,2.94,13.98
2018-05-04,8.896885871887207,53.81763458251953,14.770000457763672,74.87000274658203,2663.419921875,2.95,14.04
2018-05-07,8.942232131958008,53.8905143737793,14.75,76.16999816894531,2672.6298828125,2.95,14.65
2018-05-08,8.83340072631836,54.31318664550781,14.710000038146973,74.8499984741211,2671.919921875,2.97,14.63
2018-05-09,8.915023803710938,55.42087936401367,13.420000076293945,77.20999908447266,2697.7900390625,3.0,15.05
2018-05-10,9.078268051147461,55.83625411987305,13.229999542236328,77.47000122070312,2723.070068359375,2.97,15.66
2018-05-11,9.005715370178223,55.91643524169922,12.649999618530273,77.12000274658203,2727.719970703125,2.97,15.68
2018-05-14,9.051060676574707,56.30265426635742,12.930000305175781,78.2300033569336,2730.1298828125,3.0,15.7
2018-05-15,9.023855209350586,56.31722640991211,14.630000114440918,78.43000030517578,2711.449951171875,3.08,15.38
2018-05-16,9.051060676574707,56.51398849487305,13.420000076293945,79.27999877929688,2722.4599609375,3.09,16.25
2018-05-17,9.023855209350586,57.36660385131836,13.430000305175781,79.30000305175781,2720.1298828125,3.11,16.39
2018-05-18,8.951299667358398,56.92209243774414,13.420000076293945,78.51000213623047,2712.969970703125,3.06,16.38
2018-05-21,9.060131072998047,57.50507736206055,13.079999923706055,79.22000122070312,2733.010009765625,3.06,16.68
2018-05-22,9.087337493896484,56.7398796081543,13.220000267028809,79.56999969482422,2724.43994140625,3.06,17.08
2018-05-23,9.051060676574707,56.73261260986328,12.579999923706055,79.80000305175781,2733.2900390625,3.01,17.15
2018-05-24,8.942232131958008,55.7998161315918,12.529999732971191,78.79000091552734,2727.760009765625,2.98,17.45
2018-05-25,8.83340072631836,54.34961700439453,13.220000267028809,76.44000244140625,2721.330078125,2.93,17.17
2018-05-29,8.69736099243164,54.18202209472656,17.020000457763672,75.38999938964844,2689.860107421875,2.77,17.47
2018-05-30,8.8424711227417,55.82167434692383,14.9399995803833,77.5,2724.010009765625,2.84,17.02
2018-05-31,8.806193351745605,55.399009704589844,15.430000305175781,77.58999633789062,2705.27001953125,2.83,16.16
2018-06-01,8.760847091674805,55.66136169433594,13.460000038146973,77.58999633789062,2734.6201171875,2.89,16.55
2018-06-04,8.561325073242188,55.180389404296875,12.739999771118164,75.29000091552734,2746.8701171875,2.94,17.42
2018-06-05,8.434356689453125,55.049224853515625,12.399999618530273,75.37999725341797,2748.800048828125,2.92,17.11
2018-06-06,8.425287246704102,55.31155776977539,11.640000343322754,75.36000061035156,2772.35009765625,2.97,17.31
2018-06-07,8.343664169311523,56.14960479736328,12.130000114440918,77.31999969482422,2770.3701171875,2.93,17.37
2018-06-08,8.407149314880371,56.04030227661133,12.180000305175781,76.45999908447266,2779.030029296875,2.93,17.2
2018-06-11,8.35273265838623,56.33181381225586,12.350000381469727,76.45999908447266,2782.0,2.96,16.96
2018-06-12,8.35273265838623,55.90184020996094,12.34000015258789,75.87999725341797,2786.85009765625,2.96,16.61
2018-06-13,8.35273265838623,55.69049835205078,12.9399995803833,76.73999786376953,2775.6298828125,2.98,16.77
2018-06-14,8.3345947265625,55.610355377197266,12.119999885559082,75.94000244140625,2782.489990234375,2.94,16.34
2018-06-15,8.307389259338379,54.41592788696289,11.979999542236328,73.44000244140625,2779.659912109375,2.93,15.98
2018-06-18,8.262041091918945,54.958839416503906,12.3100004196167,75.33999633789062,2773.75,2.92,16.05
2018-06-19,8.219746589660645,54.834129333496094,13.350000381469727,75.08000183105469,2762.590087890625,2.89,15.69
2018-06-20,8.219746589660645,55.076236724853516,12.789999961853027,74.73999786376953,2767.320068359375,2.93,15.98
2018-06-21,8.164582252502441,54.05643844604492,14.640000343322754,73.05000305175781,2749.760009765625,2.9,16.31
2018-06-22,8.228940963745117,55.13492202758789,13.770000457763672,75.55000305175781,2754.8798828125,2.9,16.61
2018-06-25,8.18297004699707,54.02709197998047,17.329999923706055,74.7300033569336,2717.070068359375,2.87,16.54
2018-06-26,8.109416007995605,54.709381103515625,15.920000076293945,76.30999755859375,2723.06005859375,2.88,16.55
2018-06-27,7.962306499481201,55.44306564331055,17.90999984741211,77.62000274658203,2699.6298828125,2.83,16.78
2018-06-28,7.962306499481201,55.36970138549805,16.850000381469727,77.8499984741211,2716.31005859375,2.84,16.52
2018-06-29,8.026666641235352,55.71453094482422,16.09000015258789,79.44000244140625,2718.3701171875,2.85,16.51
2018-07-02,8.026666641235352,54.89281463623047,15.600000381469727,77.30000305175781,2726.7099609375,2.87,16.62
2018-07-03,8.063444137573242,55.237632751464844,16.139999389648438,77.76000213623047,2713.219970703125,2.83,16.65
2018-07-05,8.081831932067871,55.17894744873047,14.970000267028809,77.38999938964844,2736.610107421875,2.84,17.25
2018-07-06,8.164582252502441,55.51642608642578,13.369999885559082,77.11000061035156,2759.820068359375,2.82,17.28
2018-07-09,8.274913787841797,56.34546661376953,12.6899995803833,78.06999969482422,2784.169921875,2.86,17.58
2018-07-10,8.247328758239746,56.7636604309082,12.640000343322754,78.86000061035156,2793.840087890625,2.87,17.67
2018-07-11,8.146193504333496,55.56045913696289,13.630000114440918,73.4000015258789,2774.02001953125,2.85,17.95
2018-07-12,8.247328758239746,55.65583038330078,12.579999923706055,74.44999694824219,2798.2900390625,2.85,17.72
2018-07-13,8.2013578414917,55.949302673339844,12.180000305175781,75.33000183105469,2801.31005859375,2.83,17.69
2018-07-16,8.164582252502441,55.303672790527344,12.829999923706055,71.83999633789062,2798.429931640625,2.85,17.59
2018-07-17,8.164582252502441,55.08357238769531,12.0600004196167,72.16000366210938,2809.550048828125,2.86,17.74
2018-07-18,8.18297004699707,55.12025833129883,12.100000381469727,72.9000015258789,2815.6201171875,2.88,18.11
2018-07-19,8.18297004699707,55.13492202758789,12.869999885559082,72.58000183105469,2804.489990234375,2.84,18.56
2018-07-20,8.228940963745117,54.94417953491211,12.859999656677246,73.06999969482422,2801.830078125,2.89,18.77
2018-07-23,8.219746589660645,54.702064514160156,12.619999885559082,73.05999755859375,2806.97998046875,2.96,19.09
2018-07-24,8.320884704589844,55.3917121887207,12.40999984741211,73.44000244140625,2820.39990234375,2.95,19.01
2018-07-25,8.458800315856934,55.85391616821289,12.289999961853027,73.93000030517578,2846.070068359375,2.94,19.28
2018-07-26,8.348468780517578,56.46286392211914,12.140000343322754,74.54000091552734,2837.43994140625,2.98,19.23
2018-07-27,8.366857528686523,56.220741271972656,13.029999732971191,74.29000091552734,2818.820068359375,2.96,19.09
2018-07-30,8.385248184204102,56.68296813964844,14.260000228881836,74.97000122070312,2802.60009765625,2.98,18.99
2018-07-31,8.376049995422363,56.58024978637695,12.829999923706055,74.25,2816.2900390625,2.96,19.34
2018-08-01,8.33008098602295,55.795230865478516,13.149999618530273,74.25,2813.360107421875,3.0,19.69
2018-08-02,8.293302536010742,55.48707580566406,12.1899995803833,73.44999694824219,2827.219970703125,2.98,19.53
2018-08-03,8.247328758239746,55.200950622558594,11.640000343322754,73.20999908447266,2840.35009765625,2.95,19.53
2018-08-06,8.219746589660645,55.406375885009766,11.270000457763672,73.75,2850.39990234375,2.94,19.42
2018-08-07,8.210554122924805,55.817237854003906,10.930000305175781,74.6500015258789,2858.449951171875,2.98,19.36
2018-08-08,8.210554122924805,55.4137077331543,10.850000381469727,72.27999877929688,2857.699951171875,2.96,19.22
2018-08-09,8.192163467407227,54.900150299072266,11.270000457763672,72.06999969482422,2853.580078125,2.93,19.42
2018-08-10,8.03586196899414,55.237632751464844,13.15999984741211,72.80999755859375,2833.280029296875,2.87,19.73
2018-08-13,7.953113555908203,54.533329010009766,14.779999732971191,72.61000061035156,2821.929931640625,2.88,19.9
2018-08-14,7.824391841888428,54.66539001464844,13.3100004196167,72.45999908447266,2839.9599609375,2.89,20.0
2018-08-15,7.7048659324646,52.75785446166992,14.640000343322754,70.76000213623047,2818.3701171875,2.86,19.95
2018-08-16,7.796806812286377,53.13935852050781,13.449999809265137,71.43000030517578,2840.68994140625,2.87,19.86
2018-08-17,7.842780113220215,53.271427154541016,12.640000343322754,71.83000183105469,2850.1298828125,2.87,20.04
2018-08-20,7.953113555908203,53.630916595458984,12.489999771118164,72.20999908447266,2857.050048828125,2.82,20.44
2018-08-21,8.03586196899414,53.902374267578125,12.859999656677246,72.62999725341797,2862.9599609375,2.85,21.31
2018-08-22,8.017472267150879,54.548011779785156,12.25,74.77999877929688,2861.820068359375,2.82,21.82
2018-08-23,7.916332721710205,54.29119873046875,12.40999984741211,74.7300033569336,2856.97998046875,2.82,22.47
2018-08-24,7.9898881912231445,54.68739318847656,11.989999771118164,75.81999969482422,2874.68994140625,2.82,22.83
2018-08-27,8.063444137573242,55.09090805053711,12.15999984741211,76.20999908447266,2896.739990234375,2.85,23.45
2018-08-28,8.026666641235352,54.85612869262695,12.5,75.94999694824219,2897.52001953125,2.88,22.86
2018-08-29,8.072636604309082,55.19362258911133,12.25,77.13999938964844,2914.0400390625,2.89,23.19
2018-08-30,7.953113555908203,55.039527893066406,13.529999732971191,77.7699966430664,2901.1298828125,2.86,23.29
2018-08-31,8.017472267150879,54.614017486572266,12.859999656677246,77.41999816894531,2901.52001953125,2.86,23.2
2018-09-04,7.897943496704102,54.496639251708984,13.15999984741211,78.16999816894531,2896.719970703125,2.9,22.25
2018-09-05,7.851973056793213,54.42328643798828,13.90999984741211,77.2699966430664,2888.60009765625,2.9,22.44
2018-09-06,7.851973056793213,53.41814422607422,14.649999618530273,76.5,2878.050048828125,2.88,23.57
2018-09-07,7.806002140045166,53.41081237792969,14.880000114440918,76.83000183105469,2871.679931640625,2.94,25.33
2018-09-10,7.806002140045166,53.388797760009766,14.15999984741211,77.37000274658203,2877.1298828125,2.94,27.42
2018-09-11,7.833587646484375,53.8950309753418,13.220000267028809,79.05999755859375,2887.889892578125,2.98,26.66
2018-09-12,7.851973056793213,54.173824310302734,13.140000343322754,79.73999786376953,2888.919921875,2.97,25.37
2018-09-13,7.806002140045166,54.19585037231445,12.369999885559082,78.18000030517578,2904.179931640625,2.97,21.29
2018-09-14,7.787614345550537,54.48194885253906,12.069999694824219,78.08999633789062,2904.97998046875,2.99,22.42
2018-09-17,7.806002140045166,54.570011138916016,13.680000305175781,78.05000305175781,2888.800048828125,2.99,23.46
2018-09-18,7.897943496704102,54.92950439453125,12.789999961853027,79.02999877929688,2904.31005859375,3.05,22.83
2018-09-19,7.925527095794678,55.09822463989258,11.75,79.4000015258789,2907.949951171875,3.08,24.09
2018-09-20,8.008277893066406,55.1129264831543,11.800000190734863,78.69999694824219,2930.75,3.07,24.72
2018-09-21,8.03586196899414,55.47708511352539,11.680000305175781,78.80000305175781,2929.669921875,3.07,24.88
2018-09-24,7.962306499481201,56.289695739746094,12.199999809265137,81.19999694824219,2919.3701171875,3.08,25.29
2018-09-25,7.925527095794678,56.65164566040039,12.420000076293945,81.87000274658203,2915.56005859375,3.1,24.27
2018-09-26,7.925527095794678,56.105003356933594,12.890000343322754,81.33999633789062,2905.969970703125,3.06,23.42
2018-09-27,7.916332721710205,56.105003356933594,12.40999984741211,81.72000122070312,2914.0,3.06,24.0
2018-09-28,7.907141208648682,55.94987487792969,12.119999885559082,82.72000122070312,2913.97998046875,3.05,24.63
2018-10-01,7.8887481689453125,56.725521087646484,12.0,84.9800033569336,2924.590087890625,3.09,24.96
2018-10-02,7.953113555908203,56.78459548950195,12.050000190734863,84.80000305175781,2923.429931640625,3.05,24.76
2018-10-03,7.916332721710205,57.24261474609375,11.609999656677246,86.29000091552734,2925.510009765625,3.15,24.96
2018-10-04,7.806002140045166,57.0062255859375,14.220000267028809,84.58000183105469,2901.610107421875,3.19,25.18
2018-10-05,7.750834941864014,56.99884796142578,14.819999694824219,84.16000366210938,2885.570068359375,3.23,26.1
2018-10-08,7.815196514129639,56.954524993896484,15.6899995803833,83.91000366210938,2884.429931640625,3.23,26.48
2018-10-09,7.824391841888428,57.46424102783203,15.949999809265137,85.0,2880.340087890625,3.21,25.33
2018-10-10,7.585338592529297,55.66176223754883,22.959999084472656,83.08999633789062,2785.679931640625,3.22,23.65
2018-10-11,7.493393898010254,53.77806854248047,24.979999542236328,80.26000213623047,2728.3701171875,3.14,23.88
2018-10-12,7.631309509277344,53.92580795288086,21.309999465942383,80.43000030517578,2767.1298828125,3.15,24.21
2018-10-15,7.603726863861084,53.47520446777344,21.299999237060547,80.77999877929688,2750.7900390625,3.16,22.09
2018-10-16,7.760029315948486,53.91840744018555,17.6200008392334,81.41000366210938,2809.919921875,3.16,22.53
2018-10-17,7.741641998291016,53.57863235473633,17.399999618530273,80.05000305175781,2809.2099609375,3.19,22.27
2018-10-18,7.6588921546936035,53.31267547607422,20.059999465942383,79.29000091552734,2768.780029296875,3.17,22.62
2018-10-19,7.686474800109863,52.839900970458984,19.889999389648438,79.77999877929688,2767.780029296875,3.2,22.64
2018-10-22,7.695670127868652,52.256324768066406,19.639999389648438,79.83000183105469,2755.8798828125,3.2,21.92
2018-10-23,7.548561096191406,50.88971710205078,20.709999084472656,76.44000244140625,2740.68994140625,3.17,21.8
2018-10-24,7.373868465423584,48.88042068481445,25.229999542236328,76.16999816894531,2656.10009765625,3.1,21.9
2018-10-25,7.484199523925781,49.47877502441406,24.219999313354492,76.88999938964844,2705.570068359375,3.14,21.41
2018-10-26,7.429033279418945,49.10942459106445,24.15999984741211,77.62000274658203,2658.68994140625,3.08,20.59
2018-10-29,7.272729396820068,48.193424224853516,24.700000762939453,77.33999633789062,2641.25,3.08,18.91
2018-10-30,7.373868465423584,49.30887985229492,23.350000381469727,75.91000366210938,2682.6298828125,3.12,18.13
2018-10-31,7.456615924835205,49.61174392700195,21.229999542236328,75.47000122070312,2711.739990234375,3.15,18.49
2018-11-01,7.668087959289551,50.03282165527344,19.34000015258789,75.5,2740.3701171875,3.14,17.62
2018-11-02,7.668087959289551,49.9072265625,19.510000228881836,72.83000183105469,2723.06005859375,3.22,19.18
2018-11-05,7.778417587280273,50.74197006225586,19.959999084472656,73.16999816894531,2738.31005859375,3.2,19.31
2018-11-06,7.861166954040527,50.97835922241211,19.90999984741211,72.12999725341797,2755.449951171875,3.22,19.69
2018-11-07,8.081831932067871,51.81310272216797,16.360000610351562,72.06999969482422,2813.889892578125,3.22,20.77
2018-11-08,8.026666641235352,50.69025421142578,16.719999313354492,70.6500015258789,2806.830078125,3.24,21.75
2018-11-09,7.953113555908203,50.60161590576172,17.360000610351562,70.18000030517578,2781.010009765625,3.19,21.65
2018-11-12,7.925527095794678,49.55265426635742,20.450000762939453,70.12000274658203,2726.219970703125,3.19,22.7
2018-11-13,7.925527095794678,48.41503143310547,20.020000457763672,65.47000122070312,2722.179931640625,3.14,22.26
2018-11-14,7.907141208648682,48.333778381347656,21.25,66.12000274658203,2701.580078125,3.12,21.78
2018-11-15,7.962306499481201,49.042938232421875,19.979999542236328,66.62000274658203,2730.199951171875,3.11,21.13
2018-11-16,8.017472267150879,49.626522064208984,18.139999389648438,66.76000213623047,2736.27001953125,3.08,21.31
2018-11-19,7.934722900390625,49.61174392700195,20.100000381469727,66.79000091552734,2690.72998046875,3.06,21.08
2018-11-20,7.806002140045166,47.986576080322266,22.479999542236328,62.529998779296875,2641.889892578125,3.06,21.62
2018-11-21,7.953113555908203,48.74006271362305,20.799999237060547,63.47999954223633,2649.929931640625,3.06,22.69
2018-11-23,7.943917751312256,47.210941314697266,21.520000457763672,58.79999923706055,2632.56005859375,3.05,22.4
2018-11-26,7.999083518981934,47.920108795166016,18.899999618530273,60.47999954223633,2673.449951171875,3.07,22.02
2018-11-27,8.13699722290039,47.78712844848633,19.020000457763672,60.209999084472656,2682.169921875,3.06,21.82
2018-11-28,8.302496910095215,48.60710525512695,18.489999771118164,58.7599983215332,2743.7900390625,3.06,21.5
2018-11-29,8.274913787841797,48.924747467041016,18.790000915527344,59.5099983215332,2737.800048828125,3.03,22.23
2018-11-30,8.26572036743164,48.83610534667969,18.06999969482422,58.709999084472656,2760.169921875,3.01,22.7
2018-12-03,8.357664108276367,49.92200469970703,16.440000534057617,61.689998626708984,2790.3701171875,2.98,22.85
2018-12-04,8.247328758239746,48.48890686035156,20.739999771118164,62.08000183105469,2700.06005859375,2.91,22.99
2018-12-06,8.210554122924805,47.59507369995117,21.190000534057617,60.060001373291016,2695.949951171875,2.87,22.36
2018-12-07,8.017472267150879,47.32912826538086,23.229999542236328,61.66999816894531,2633.080078125,2.85,22.6
2018-12-10,8.026666641235352,46.59042739868164,22.639999389648438,59.970001220703125,2637.719970703125,2.85,23.22
2018-12-11,8.026666641235352,46.60519790649414,21.760000228881836,60.20000076293945,2636.780029296875,2.89,22.52
2018-12-12,8.146193504333496,46.78986740112305,21.459999084472656,60.150001525878906,2651.070068359375,2.91,23.81
2018-12-13,8.045055389404297,46.937618255615234,20.649999618530273,61.45000076293945,2650.5400390625,2.91,24.65
2018-12-14,8.054250717163086,45.86648178100586,21.6299991607666,60.279998779296875,2599.949951171875,2.89,25.76
2018-12-17,7.861166954040527,45.031742095947266,24.520000457763672,59.61000061035156,2545.93994140625,2.86,26.69
2018-12-18,7.819278717041016,43.96800231933594,25.579999923706055,56.2599983215332,2546.159912109375,2.82,26.42
2018-12-19,7.726191997528076,43.45090103149414,25.579999923706055,57.2400016784668,2506.9599609375,2.77,26.67
2018-12-20,7.642415523529053,42.24680709838867,28.3799991607666,54.349998474121094,2467.419921875,2.79,26.53
2018-12-21,7.474857807159424,41.83671569824219,30.110000610351562,53.81999969482422,2416.6201171875,2.79,26.97
2018-12-24,7.456241130828857,40.1441535949707,36.06999969482422,50.470001220703125,2351.10009765625,2.74,27.25
2018-12-26,7.679650783538818,42.64198684692383,30.40999984741211,54.470001220703125,2467.699951171875,2.81,27.25
2018-12-27,7.642415523529053,42.86567306518555,29.959999084472656,52.15999984741211,2488.830078125,2.77,27.08
2018-12-28,7.6610307693481445,42.537601470947266,28.34000015258789,52.20000076293945,2485.739990234375,2.72,27.02
2018-12-31,7.688959121704102,42.761287689208984,25.420000076293945,53.79999923706055,2506.85009765625,2.69,27.06
2019-01-02,7.744809627532959,43.60382843017578,23.219999313354492,54.90999984741211,2510.030029296875,2.66,27.37
2019-01-03,7.679650783538818,43.17137145996094,25.450000762939453,55.95000076293945,2447.889892578125,2.56,25.28
