Date,ICLN_Returns,XLE_Returns
2018-03-01,-0.0021141104040459657,0.01497599404058314
2018-04-01,-0.007415229705529103,0.006036200387010027
2018-05-01,0.0032016809188357698,-0.0004001018536698986
2018-08-01,0.014893679564879747,0.006002314433013911
2018-09-01,-0.0020966021861393846,-0.0025192160221935156
2018-10-01,-0.002100454919181316,-0.0011963561277146262
2018-11-01,0.01999986505400142,0.020495089888090012
2018-12-01,-0.00309616607382035,0.009650436939297125
2018-01-16,-0.0041407888551242555,-0.012658280532361954
2018-01-17,0.006237063980350177,0.008765189729390555
2018-01-18,-0.007231380955194711,-0.008170111229247157
2018-01-19,0.0020812210756719907,-0.0013076351726373225
2018-01-22,0.0,0.021602987491843306
2018-01-23,-0.003115238653032981,-0.0015379915373657793
2018-01-24,-0.0041665584248680165,-0.0026956986756700996
2018-01-25,0.0031377184566976357,-0.00785078816991891
2018-01-26,0.0,0.005448336827596156
2018-01-29,-0.003127903974665669,-0.015094935368575868
2018-01-30,0.0,-0.02017264810877184
2018-01-31,0.0010459428297673323,0.0006683610679896201
2018-01-02,-0.005224909272732781,0.010286999888956538
2018-02-02,-0.0220587527906293,-0.041787652506897977
2018-05-02,-0.031149119157724225,-0.0419541589130602
2018-06-02,0.00886883236945879,0.00792265690130134
2018-07-02,-0.005494306677651495,-0.01672149776770271
2018-08-02,-0.0265191743512585,-0.03023242941164439
2018-09-02,0.004540236723727498,-0.0007495389225450344
2018-12-02,0.018078983056383002,0.01634921526961608
2018-02-13,0.013318424168130338,-0.004132326009585796
2018-02-14,0.013143605311497941,0.014522881832439882
2018-02-15,0.021621403565428743,-0.0024830911280838697
2018-02-16,0.004233029413600153,-0.0024892720154716663
2018-02-20,-0.004215186405561622,-0.005431943910540915
2018-02-21,0.005291481507203821,-0.016826350188036687
2018-02-22,0.0021048761165747276,0.010959155621503625
2018-02-23,-0.00630246924387956,0.021681100551975474
2018-02-26,0.012684995778474262,0.005959162359856718
2018-02-27,-0.014613731065644786,-0.013003792632308442
2018-02-28,-0.008474691403649315,-0.022983199321856995
2018-01-03,-0.006410316204938593,-0.0014986284621080204
2018-02-03,0.006451673471944863,0.004651676471351118
2018-05-03,0.0032053266192175744,0.01060537965115449
2018-06-03,0.00745460178827595,0.0005906148080350171
2018-07-03,0.0021139992082757075,-0.007532823328885385
2018-08-03,-0.0010545480154843245,-0.0002976085598318523
2018-09-03,0.0073917383837163175,0.01905614577455439
2018-12-03,0.005240899306155455,-0.000292361251986617
2018-03-13,-0.0020852327536328152,-0.007160708655214787
2018-03-14,0.0020895900352158048,-0.005887162613677499
2018-03-15,0.001043000171353503,-0.005182290275167034
2018-03-16,-0.007291641690882478,0.00891876073472675
2018-03-19,0.005246398243744732,-0.015451369727440545
2018-03-20,0.008350734854788433,0.008450528718448647
2018-03-21,0.0031057820909630163,0.026185916076407745
2018-03-22,-0.017544109122484275,-0.020414062412482004
2018-03-23,-0.013655276384401005,-0.006103353104062403
2018-03-26,0.03514381071685335,0.017972180742905852
2018-03-27,-0.015432076667117656,-0.00941594337017293
2018-03-28,-0.009404748733766177,-0.019456220163433513
2018-03-29,0.004219523014763693,0.021054359929676636
2018-02-04,-0.014705724776005513,-0.020026941150849797
2018-03-04,0.023454223025849874,0.02134447118323357
2018-04-04,0.00937503053489186,-0.0013341437482499163
2018-05-04,0.007223808689691413,0.01795824709102689
2018-06-04,-0.014344322407806698,-0.018078661657332296
2018-09-04,0.013513656867588653,0.004751426828259575
2018-10-04,0.006153578704765961,0.0331016983481871
2018-11-04,-0.003057864765576901,0.010441629495048455
2018-12-04,0.00511250323394874,-0.00014116612588188637
2018-04-13,-0.009155889773150405,0.011043489220048608
2018-04-16,-0.006160006045047406,0.010222517507612494
2018-04-17,0.007231489623781506,0.003881564414537131
2018-04-18,0.009230583720844399,0.015741111307833844
2018-04-19,-0.001016073758796976,0.0012236198650148467
2018-04-20,-0.004069177370653376,-0.004752105897948056
2018-04-23,-0.008171713904967626,0.006139370518550846
2018-04-24,-0.007208822525521907,-0.010712214577359824
2018-04-25,-0.0031122247769004296,0.00795002305731507
2018-04-26,0.012486997844152192,0.014549973550244788
2018-04-27,0.017471554884748386,-0.010588807549350099
2018-04-30,-0.005050322151320619,-0.0001355102762624627
2018-01-05,0.0010151487570204676,-0.006096525012833198
2018-02-05,-0.005071129575755617,0.004089446886720083
2018-03-05,-0.002038469319297298,-0.0023081116525974776
2018-04-05,0.002042633164333285,0.004898499430879832
